Function,Dims,Model,Run,MSE,MAE,R2,RMSE,train_time,n_params,expression,best_generation,best_fitness
rastrigin,10,GA-OBN (v2),3,0.01297023851380877,0.09177680574253574,0.4175872502896929,0.1138869549764536,24.125570058822632,52,0.590*(x1^2.280 + x2^2.550 + x3^1.420 + x4^1.510 + x5^1.640 + x6^1.010 + x7^4.010 + x8^1.370 + x9^4.020 + x10^2.650) * 0.030*(x1^2.050 + x2^3.540 + x3^1.430 + x4^2.530 + x5^1.440 + x6^4.160 + x7^3.490 + x8^1.120 + x9^1.400 + x10^3.010) + 0.750*sin(-9.620*x1 + 9.680*x2 + -2.240*x3 + 7.690*x4 + 1.940*x5 + 2.770*x6 + -0.890*x7 + -2.000*x8 + -6.660*x9 + -9.350*x10) * -0.040*cos(7.990*x1 + 1.760*x2 + 3.050*x3 + 1.250*x4 + 6.660*x5 + 5.580*x6 + 7.760*x7 + 4.630*x8 + -7.360*x9 + -1.190*x10) + 0.280,288,2.037894533913158
rastrigin,10,GA-OBN (v2),4,0.013791495612553635,0.09190110387853032,0.3807097013849544,0.11743719858951693,24.67604112625122,52,0.060*sin(-5.430*x1 + 3.000*x2 + -4.310*x3 + -8.470*x4 + -6.670*x5 + -4.360*x6 + 4.140*x7 + -2.450*x8 + -9.840*x9 + -4.930*x10) * 0.950*sin(1.630*x1 + -0.530*x2 + -4.120*x3 + -3.640*x4 + 7.990*x5 + -3.810*x6 + -5.800*x7 + 1.620*x8 + 7.330*x9 + 8.020*x10) + 0.160*(x1^2.340 + x2^4.270 + x3^2.720 + x4^2.820 + x5^2.080 + x6^3.310 + x7^4.930 + x8^2.140 + x9^3.220 + x10^2.850) * 0.120*(x1^3.150 + x2^5.440 + x3^2.730 + x4^2.810 + x5^1.850 + x6^2.950 + x7^2.860 + x8^1.130 + x9^2.900 + x10^2.680) + 0.340,291,1.9423815698000297
rastrigin,10,MLP-ReLU,0,0.02944092553512328,0.13431200114713424,-0.32200887259492017,0.1715835817761224,18.964266061782837,897,,-1,
rastrigin,10,MLP-ReLU,1,0.019861537362003384,0.11095115961824678,0.10814187602156067,0.14093096665390253,18.8546621799469,897,,-1,
rastrigin,10,MLP-ReLU,2,0.02298376939834346,0.12051513104043772,-0.03205814756184888,0.1516039887283427,20.918067932128906,897,,-1,
rastrigin,10,MLP-ReLU,3,0.024617018590338303,0.12560710541403267,-0.10539721159364213,0.15689811531799325,19.29797673225403,897,,-1,
rastrigin,10,MLP-ReLU,4,0.02138020222915665,0.11650457019214436,0.039948081418207826,0.14621970533808584,18.96606206893921,897,,-1,
rastrigin,10,MLP-Sin,0,0.017969036939209208,0.105199955178588,0.19312230054451773,0.13404863646904136,17.988965034484863,897,,-1,
rastrigin,10,MLP-Sin,1,0.020186139082423865,0.11357181891820296,0.09356603145636533,0.14207793312975758,17.72424602508545,897,,-1,
rastrigin,10,MLP-Sin,2,0.019532382401070206,0.10677357197023105,0.1229221783015676,0.1397582999362478,17.83472728729248,897,,-1,
rastrigin,10,MLP-Sin,3,0.01923953040994829,0.10959524896152859,0.1360723399756083,0.13870663434006425,17.770332098007202,897,,-1,
rastrigin,10,MLP-Sin,4,0.015219688729484102,0.09414963006066891,0.31657843044007283,0.12336810256092984,17.678019762039185,897,,-1,
rastrigin,10,ChebyKAN,0,0.03149962338500893,0.13757864277304005,-0.414452189986352,0.17748133249727682,34.028847217559814,580,,-1,
rastrigin,10,ChebyKAN,1,0.030684855028888257,0.14180730065804678,-0.37786601015935983,0.17517093089005453,32.99449872970581,580,,-1,
rastrigin,10,ChebyKAN,2,0.02741766261571688,0.1305896826488616,-0.23115671756139244,0.1655827968592054,35.2698438167572,580,,-1,
rastrigin,10,ChebyKAN,3,0.036273239881452125,0.14871004206657706,-0.628805619709021,0.19045534878667,32.89809489250183,580,,-1,
rastrigin,10,ChebyKAN,4,0.03162645874171025,0.14282003535358143,-0.4201475770664167,0.17783829380004254,33.09380769729614,580,,-1,
rastrigin,10,FourierKAN,0,0.07579673628178296,0.2171862926808676,-2.4035600463276934,0.2753120707157297,37.9742169380188,1173,,-1,
rastrigin,10,FourierKAN,1,0.07021233159413118,0.21090300937061143,-2.1527991612315787,0.2649760962693261,37.27833533287048,1173,,-1,
rastrigin,10,FourierKAN,2,0.07994645375783631,0.21960299582324644,-2.589898051074179,0.2827480393527713,37.25052809715271,1173,,-1,
rastrigin,10,FourierKAN,3,0.0810937989280778,0.23500218753220495,-2.641418187327322,0.2847697296555197,37.78994393348694,1173,,-1,
rastrigin,10,FourierKAN,4,0.08175534115349112,0.2184509162439954,-2.6711239345379263,0.2859289092650324,41.98889398574829,1173,,-1,
griewank,2,GA-OBN (v1),0,4.4863877423175193e-05,0.005404331850223416,0.9991192727891746,0.0066980502702782985,8.818969964981079,20,0.550*(x1^1.620 + x2^2.490) + 0.970*sin(-6.520*x1 + -8.080*x2) * 0.090*cos(1.650*x1 + 0.830*x2) * -0.170*sin(7.730*x1 + 6.900*x2) + -0.010,278,1296.5367382286945
griewank,2,GA-OBN (v1),1,0.0008290728396456226,0.022421065915177583,0.9837243891618027,0.028793624982721828,10.678064107894897,20,-0.140*cos(-2.170*x1 + 1.990*x2) * -0.670*cos(-2.050*x1 + 2.180*x2) * -0.980*cos(4.830*x1 + -0.040*x2) + 0.530*(x1^5.600 + x2^1.790) + 0.070,299,74.99749149323763
griewank,2,GA-OBN (v1),2,0.0012331568888525476,0.029075188972619594,0.9757917752630939,0.03511633364764248,9.545315027236938,20,0.530*(x1^4.650 + x2^2.250) + -0.280*(x1^2.450 + x2^1.700) * -0.710*sin(4.220*x1 + 2.440*x2) * 0.370*sin(0.980*x1 + -2.390*x2) + 0.070,292,42.43259454606636
griewank,2,GA-OBN (v1),3,0.0002042160450857261,0.011460846097144334,0.9959910146397369,0.014290417946502688,9.538452863693237,20,0.350*cos(-2.350*x1 + 2.260*x2) * -0.410*cos(-2.290*x1 + -2.340*x2) + -0.430*(x1^6.790 + x2^7.640) + 0.930*(x1^8.200 + x2^6.950) + 0.130,300,309.82246398736703
griewank,2,GA-OBN (v1),4,0.0019373276145256719,0.03427487856266886,0.9619681301662342,0.04401508394318557,8.616295099258423,20,0.470*sin(4.680*x1 + -2.810*x2) * -0.330*cos(-2.770*x1 + 2.610*x2) * -0.860*sin(-7.280*x1 + 0.270*x2) + 0.570*(x1^9.920 + x2^8.890) + 0.120,281,31.533933551633513
griewank,2,GA-OBN (v2),0,0.00015339166494635902,0.009941109532065957,0.9969887530683587,0.012385138874730433,10.892321109771729,20,0.550*(x1^2.300 + x2^2.330) + -0.990*(x1^6.520 + x2^9.110) * -0.040*cos(0.030*x1 + -1.030*x2) * -1.000*(x1^0.050 + x2^9.630) + 0.040,298,390.91249381270575
griewank,2,GA-OBN (v2),1,0.00041178650014573047,0.01598245575157363,0.9919161785258097,0.020292523257242567,9.605167865753174,20,-0.270*(x1^0.600 + x2^9.850) * 0.740*sin(3.350*x1 + -1.930*x2) * 0.520*sin(3.300*x1 + 1.860*x2) + 0.440*(x1^1.280 + x2^2.190) + 0.020,284,135.1195531940765
griewank,2,GA-OBN (v2),2,8.481008120009702e-05,0.006928691343694337,0.9983350849156285,0.009209238904496778,10.364175081253052,20,-0.160*(x1^1.350 + x2^9.960) * 0.110*cos(8.780*x1 + -0.030*x2) + -0.310*(x1^4.760 + x2^4.570) + 0.810*(x1^2.580 + x2^2.620) + 0.020,297,722.8963268784629
griewank,2,GA-OBN (v2),3,0.00023096775898087657,0.012435277968869247,0.9954658491008461,0.015197623464899918,10.979633092880249,20,0.540*(x1^2.440 + x2^2.450) + -0.840*(x1^3.760 + x2^5.150) * -0.160*cos(-0.010*x1 + 0.080*x2) + -0.170*(x1^5.150 + x2^7.230) + 0.050,299,250.2159214132225
griewank,2,GA-OBN (v2),4,5.66253153680601e-05,0.006076780949664506,0.9988883828386964,0.0075249794264210515,11.790783166885376,20,0.130*(x1^1.590 + x2^2.310) + 0.450*(x1^2.530 + x2^2.210) + -0.170*(x1^0.020 + x2^0.000) * 0.180*(x1^7.080 + x2^6.390) + 0.020,274,1176.9730684928284
griewank,2,MLP-ReLU,0,3.921611748900452e-05,0.0050592742725794095,0.999230144522514,0.006262277340473234,33.065874099731445,641,,-1,
griewank,2,MLP-ReLU,1,4.646138847928573e-05,0.005455072540688086,0.9990879118917774,0.0068162591264773476,19.40423083305359,641,,-1,
griewank,2,MLP-ReLU,2,5.1562079618486776e-05,0.005665343905486033,0.9989877797200095,0.007180674036501502,18.87752103805542,641,,-1,
griewank,2,MLP-ReLU,3,6.230092680065052e-05,0.006122464021234064,0.9987769643498395,0.007893093614081269,18.749887943267822,641,,-1,
griewank,2,MLP-ReLU,4,5.7581624098835026e-05,0.005978384148399141,0.9988696094475069,0.007588255669047731,18.701612949371338,641,,-1,
griewank,2,MLP-Sin,0,2.8217328513819383e-05,0.004193922087424168,0.9994460628357084,0.005311998542339727,17.892189979553223,641,,-1,
griewank,2,MLP-Sin,1,1.612402356479044e-05,0.0032560812477978214,0.9996834677001376,0.004015473018809918,17.676680326461792,641,,-1,
griewank,2,MLP-Sin,2,2.8535936157942382e-05,0.004131865765850335,0.9994398082175641,0.005341903795272092,17.644476890563965,641,,-1,
griewank,2,MLP-Sin,3,3.812015975912644e-05,0.004839692720158791,0.999251659377004,0.006174152553924016,17.642603158950806,641,,-1,
griewank,2,MLP-Sin,4,2.8665723049093703e-05,0.004211134021357711,0.9994372603582793,0.005354038013415081,17.66706609725952,641,,-1,
griewank,2,ChebyKAN,0,1.9747440199436594e-05,0.0036067334895923415,0.9996123360501424,0.004443809199260989,32.493114948272705,260,,-1,
griewank,2,ChebyKAN,1,1.7520156916724303e-05,0.003413366211842955,0.9996560600683498,0.004185708651677073,33.44384717941284,260,,-1,
griewank,2,ChebyKAN,2,2.0831499091341278e-05,0.0036342435129240675,0.9995910547829164,0.004564153710310519,32.4535858631134,260,,-1,
griewank,2,ChebyKAN,3,2.289652714537179e-05,0.0036508895664848252,0.9995505160131364,0.004785031572035005,32.34390091896057,260,,-1,
griewank,2,ChebyKAN,4,1.7854458025560895e-05,0.0034112171232052336,0.999649497370249,0.004225453588144224,32.37038516998291,260,,-1,
griewank,2,FourierKAN,0,2.1900965213871327e-05,0.003661949502960488,0.999570059987788,0.004679846708373184,37.09473419189453,533,,-1,
griewank,2,FourierKAN,1,2.095265536417722e-05,0.0035870796294020213,0.9995886763521526,0.004577407056858415,42.21030020713806,533,,-1,
griewank,2,FourierKAN,2,2.7136555460733686e-05,0.004070749327103971,0.9994672795983078,0.005209275905606621,37.52942609786987,533,,-1,
griewank,2,FourierKAN,3,2.5348990769728008e-05,0.0037985912129664444,0.9995023714573915,0.0050347781251737405,39.045764684677124,533,,-1,
griewank,2,FourierKAN,4,2.1070672734702255e-05,0.00358164775953969,0.9995863595414902,0.0045902802457695605,43.35440373420715,533,,-1,
griewank,5,GA-OBN (v1),0,0.0008853137738555812,0.02241029464075043,0.9679451846924327,0.029754222790312992,21.50045394897461,32,-0.020*(x1^9.560 + x2^5.050 + x3^8.250 + x4^5.350 + x5^2.440) + 0.060*(x1^2.200 + x2^8.900 + x3^1.820 + x4^1.600 + x5^1.700) * 0.510*(x1^2.110 + x2^2.070 + x3^8.320 + x4^2.020 + x5^2.480) + 0.170*(x1^4.920 + x2^1.680 + x3^1.510 + x4^3.710 + x5^2.320) + 0.100,279,34.45553665123773
griewank,5,GA-OBN (v1),1,0.000583694574822943,0.02105463163146672,0.9788659994405209,0.02415977182886757,22.460509300231934,32,-0.420*(x1^2.060 + x2^1.870 + x3^1.640 + x4^2.280 + x5^2.150) * 0.210*(x1^2.300 + x2^2.000 + x3^1.930 + x4^1.630 + x5^2.110) * -0.020*(x1^4.420 + x2^2.410 + x3^4.700 + x4^1.960 + x5^2.310) + 0.240*(x1^1.990 + x2^5.960 + x3^1.620 + x4^2.000 + x5^2.170) + 0.020,255,54.92509614350054
griewank,5,GA-OBN (v1),2,0.0016024378934253861,0.027060026141917968,0.9419800614962791,0.040030462068597034,22.04077911376953,32,0.340*(x1^6.370 + x2^7.280 + x3^9.450 + x4^3.860 + x5^9.000) * -0.040*(x1^6.860 + x2^6.740 + x3^5.510 + x4^9.410 + x5^4.060) + 0.180*(x1^2.130 + x2^1.650 + x3^2.090 + x4^1.970 + x5^2.230) * 0.410*(x1^1.860 + x2^2.290 + x3^2.150 + x4^1.820 + x5^2.310) + 0.180,218,20.085414547336548
griewank,5,GA-OBN (v1),3,0.0056234805236463035,0.05284960113884234,0.7963889923612674,0.07498986947345823,22.377104997634888,32,0.700*(x1^2.470 + x2^2.010 + x3^2.270 + x4^2.040 + x5^2.480) * -0.260*(x1^1.860 + x2^1.710 + x3^1.570 + x4^2.270 + x5^2.420) * -0.110*(x1^2.190 + x2^2.260 + x3^1.680 + x4^1.990 + x5^2.430) + 0.000*sin(-5.180*x1 + -7.650*x2 + 6.130*x3 + -0.920*x4 + 5.230*x5) + 0.260,196,6.0387531747974394
griewank,5,GA-OBN (v1),4,0.0019910499895907565,0.031649504153440776,0.9279094694228979,0.04462118319353216,17.718268156051636,32,0.960*sin(-1.370*x1 + -8.390*x2 + 4.560*x3 + 3.610*x4 + 5.340*x5) * -0.030*sin(-1.670*x1 + -4.170*x2 + 4.680*x3 + 3.920*x4 + 5.480*x5) + 0.320*(x1^2.180 + x2^9.870 + x3^1.520 + x4^1.630 + x5^2.060) * 0.220*(x1^2.130 + x2^2.110 + x3^1.550 + x4^1.530 + x5^2.120) + 0.180,293,17.773261791164604
griewank,5,GA-OBN (v2),0,9.570438801627183e-06,0.0022582928035714835,0.9996534803170829,0.0030936125810494086,20.441523790359497,32,0.140*(x1^7.950 + x2^2.920 + x3^0.410 + x4^0.650 + x5^1.010) * 0.010*(x1^0.200 + x2^1.220 + x3^2.490 + x4^0.910 + x5^1.050) * 0.570*(x1^1.720 + x2^4.020 + x3^3.090 + x4^0.570 + x5^4.150) + 0.250*(x1^2.010 + x2^1.960 + x3^1.990 + x4^2.110 + x5^1.980) + -0.030,297,2966.06721321893
griewank,5,GA-OBN (v2),1,0.0003451104586945829,0.014811648696863107,0.9875044844654487,0.018577148831146906,543.2992300987244,32,0.260*(x1^2.850 + x2^2.380 + x3^2.340 + x4^2.560 + x5^2.520) + -0.830*(x1^8.060 + x2^8.970 + x3^5.960 + x4^3.430 + x5^4.120) * -0.020*cos(4.280*x1 + 0.550*x2 + 8.550*x3 + -1.750*x4 + 4.740*x5) * 0.370*sin(7.240*x1 + -2.550*x2 + -8.510*x3 + 5.490*x4 + 6.710*x5) + 0.030,298,94.9227061412346
griewank,5,GA-OBN (v2),2,0.0002801875207007469,0.011425863674270138,0.9898551683111928,0.01673880284550681,21.90907311439514,32,-0.290*(x1^8.250 + x2^0.500 + x3^3.790 + x4^1.190 + x5^1.200) * 0.070*(x1^2.780 + x2^1.140 + x3^2.530 + x4^2.150 + x5^3.360) * 0.290*(x1^9.740 + x2^6.140 + x3^0.080 + x4^0.140 + x5^0.080) + 0.340*(x1^2.560 + x2^1.900 + x3^2.230 + x4^1.960 + x5^2.110) + -0.090,299,130.0406895177183
griewank,5,GA-OBN (v2),3,0.00047407160887183344,0.017802772147422662,0.9828351503007037,0.021773185547177828,238.0039529800415,32,0.120*(x1^9.930 + x2^1.340 + x3^9.210 + x4^1.450 + x5^7.370) * 0.680*sin(2.120*x1 + -3.670*x2 + 2.380*x3 + 1.160*x4 + -7.740*x5) * 0.070*sin(-5.800*x1 + -3.260*x2 + -4.180*x3 + 2.680*x4 + -5.250*x5) + 0.270*(x1^2.810 + x2^2.490 + x3^2.660 + x4^2.620 + x5^2.730) + 0.030,295,71.03653111667063
griewank,5,GA-OBN (v2),4,0.0015758784226919847,0.02824605438883003,0.9429417080380675,0.03969733520895306,23.617620944976807,32,0.090*(x1^3.690 + x2^3.310 + x3^2.640 + x4^1.910 + x5^3.030) + -0.270*(x1^2.110 + x2^2.850 + x3^0.720 + x4^0.870 + x5^0.660) * 0.210*(x1^0.800 + x2^0.720 + x3^0.790 + x4^9.490 + x5^0.890) * -0.190*(x1^0.970 + x2^1.700 + x3^3.730 + x4^1.170 + x5^2.630) + 0.150,298,20.684733184530764
griewank,5,MLP-ReLU,0,0.0005427495488730918,0.018361655267408784,0.9803485079966343,0.02329698583235805,19.179467916488647,737,,-1,
griewank,5,MLP-ReLU,1,0.00046024359029984074,0.016213675508274614,0.9833358254223212,0.02145328856608797,28.288488149642944,737,,-1,
griewank,5,MLP-ReLU,2,0.00048647529753437463,0.0172452543559667,0.9823860463096082,0.02205618501768551,18.979302883148193,737,,-1,
griewank,5,MLP-ReLU,3,0.0004387691303984947,0.01576740375911565,0.9841133574864273,0.020946816712772723,315.944766998291,737,,-1,
griewank,5,MLP-ReLU,4,0.0005557936044145749,0.018676999226184873,0.9798762180542527,0.02357527527759909,19.02282404899597,737,,-1,
griewank,5,MLP-Sin,0,0.00014081514554850177,0.008137011859382814,0.9949014647502799,0.011866555757611464,17.803662061691284,737,,-1,
griewank,5,MLP-Sin,1,0.00016894213873137618,0.01034985547675215,0.9938830624637011,0.012997774376075936,4884.010512828827,737,,-1,
griewank,5,MLP-Sin,2,0.00022326390950364543,0.01034686327366359,0.9919162181868953,0.014942018254025975,18.075303077697754,737,,-1,
griewank,5,MLP-Sin,3,0.0002467043314064734,0.012374555019941856,0.9910675039603514,0.01570682435779026,991.353542804718,737,,-1,
griewank,5,MLP-Sin,4,0.00011135636395800178,0.00740429289090925,0.995968087490099,0.010552552485441699,91.83103704452515,737,,-1,
griewank,5,ChebyKAN,0,3.0041464801557807e-05,0.004020855226351117,0.9989122798783657,0.005481009469208917,1911.895085811615,380,,-1,
griewank,5,ChebyKAN,1,2.4141073086703557e-05,0.0037908256871988177,0.999125917090671,0.004913356600808001,33.01165795326233,380,,-1,
griewank,5,ChebyKAN,2,2.7183691617288126e-05,0.00411322133973313,0.999015752109701,0.005213798194913966,1716.924232006073,380,,-1,
griewank,5,ChebyKAN,3,1.7671792744833835e-05,0.003200630502814053,0.9993601522202435,0.0042037831467422095,1067.1144461631775,380,,-1,
griewank,5,ChebyKAN,4,2.147830879172023e-05,0.0034099738657855814,0.9992223285779921,0.004634469634350864,2596.9861330986023,380,,-1,
griewank,5,FourierKAN,0,2.7108434341252037e-05,0.0035880393129291616,0.9990184769719533,0.005206576066980299,3640.574583053589,773,,-1,
griewank,5,FourierKAN,1,4.7813228019477626e-05,0.00416427230425902,0.9982688124383876,0.006914710985968801,37.63645100593567,773,,-1,
griewank,5,FourierKAN,2,0.06603285398183568,0.20699055629686974,-1.3908708992531587,0.2569685855933283,3636.7488300800323,773,,-1,
griewank,5,FourierKAN,3,9.815280061985655e-05,0.006185107141493396,0.9964461527780283,0.009907209527402585,1979.6850159168243,773,,-1,
griewank,5,FourierKAN,4,3.46806928362604e-05,0.0033875831095655645,0.998744305989092,0.005889031570322951,1694.858333826065,773,,-1,
griewank,10,GA-OBN (v1),0,0.001400310805236428,0.027890309003967655,0.9404070211854723,0.037420726946926455,1922.665866136551,52,0.080*cos(2.320*x1 + 6.620*x2 + -6.850*x3 + -5.820*x4 + 7.440*x5 + 5.550*x6 + 8.640*x7 + 3.560*x8 + 1.490*x9 + 2.860*x10) * 0.170*cos(-1.110*x1 + 10.000*x2 + -6.180*x3 + 5.990*x4 + 7.750*x5 + 6.830*x6 + 0.990*x7 + 4.600*x8 + -6.400*x9 + -0.610*x10) + -0.050*(x1^1.680 + x2^7.050 + x3^2.220 + x4^1.840 + x5^7.260 + x6^9.900 + x7^2.300 + x8^5.310 + x9^2.270 + x10^3.530) * -0.600*(x1^5.260 + x2^2.030 + x3^5.080 + x4^6.710 + x5^2.010 + x6^2.170 + x7^1.930 + x8^2.070 + x9^9.700 + x10^2.030) + 0.220,296,14.482425308114067
griewank,10,GA-OBN (v1),1,0.0021173763707460665,0.03746941622529865,0.9098908865571828,0.0460149581195731,1679.7033309936523,52,0.010*(x1^9.060 + x2^0.920 + x3^2.700 + x4^9.280 + x5^9.710 + x6^9.390 + x7^0.380 + x8^7.930 + x9^5.640 + x10^1.600) + -0.060*cos(-0.590*x1 + 5.680*x2 + -6.150*x3 + -0.810*x4 + 3.270*x5 + -0.320*x6 + 9.450*x7 + -5.830*x8 + 7.990*x9 + -4.110*x10) * 0.050*sin(9.990*x1 + -7.330*x2 + 9.930*x3 + -3.680*x4 + -5.120*x5 + 3.210*x6 + 4.120*x7 + -8.920*x8 + 1.960*x9 + -1.090*x10) + 0.160*(x1^4.380 + x2^1.900 + x3^9.080 + x4^8.190 + x5^6.530 + x6^8.030 + x7^2.350 + x8^4.990 + x9^8.100 + x10^4.040) + 0.090,300,12.91593055082279
griewank,10,GA-OBN (v1),2,0.0011301892178858933,0.024851829906197324,0.9519025762951888,0.0336182869564452,1031.6479439735413,52,-0.030*(x1^6.810 + x2^2.320 + x3^2.410 + x4^1.740 + x5^2.330 + x6^1.540 + x7^1.520 + x8^1.830 + x9^1.810 + x10^5.820) * -0.870*(x1^1.950 + x2^1.570 + x3^2.430 + x4^4.210 + x5^1.740 + x6^7.120 + x7^2.200 + x8^2.390 + x9^2.470 + x10^2.190) + 0.660*cos(-1.220*x1 + -7.760*x2 + 1.130*x3 + -9.180*x4 + -3.630*x5 + 6.590*x6 + 1.170*x7 + 5.360*x8 + -2.770*x9 + 3.990*x10) * -0.010*cos(3.440*x1 + -3.050*x2 + -4.080*x3 + 7.030*x4 + 8.950*x5 + -9.080*x6 + -3.290*x7 + 2.610*x8 + -9.100*x9 + -4.000*x10) + 0.200,295,19.69599856609902
griewank,10,GA-OBN (v1),3,0.0009922890540388465,0.023671740633586413,0.9577711888288681,0.03150061989927891,6797.878104925156,52,-0.180*(x1^1.540 + x2^2.480 + x3^1.670 + x4^1.710 + x5^2.450 + x6^7.780 + x7^2.360 + x8^8.490 + x9^7.410 + x10^9.480) * -0.200*(x1^2.150 + x2^7.450 + x3^8.760 + x4^6.560 + x5^3.840 + x6^1.650 + x7^2.090 + x8^2.250 + x9^2.230 + x10^2.430) + 0.020*(x1^3.830 + x2^6.100 + x3^6.430 + x4^5.880 + x5^9.530 + x6^5.510 + x7^9.170 + x8^3.700 + x9^9.490 + x10^8.900) * -0.440*(x1^7.980 + x2^8.070 + x3^5.350 + x4^3.590 + x5^4.900 + x6^7.770 + x7^6.750 + x8^6.370 + x9^8.660 + x10^7.050) + 0.190,298,19.50811805099061
griewank,10,GA-OBN (v1),4,0.0012456926716706764,0.028089007298682748,0.9469870997819306,0.03529437167128317,366.82671904563904,52,0.110*(x1^7.100 + x2^2.430 + x3^8.970 + x4^6.870 + x5^4.740 + x6^8.800 + x7^2.460 + x8^6.390 + x9^8.500 + x10^3.790) + 0.280*(x1^1.550 + x2^9.540 + x3^2.000 + x4^1.700 + x5^1.530 + x6^1.550 + x7^9.690 + x8^2.250 + x9^2.440 + x10^2.500) * 0.060*(x1^2.180 + x2^9.000 + x3^2.250 + x4^2.060 + x5^7.590 + x6^1.960 + x7^8.850 + x8^1.510 + x9^2.280 + x10^1.720) * 0.130*(x1^1.790 + x2^8.980 + x3^2.230 + x4^3.770 + x5^2.280 + x6^1.900 + x7^1.570 + x8^1.960 + x9^1.660 + x10^1.680) + 0.140,291,16.417613446615576
griewank,10,GA-OBN (v2),0,0.00027215489801105374,0.013315526893272322,0.9884179133583816,0.01649711786982968,2431.3747079372406,52,0.030*(x1^6.050 + x2^0.170 + x3^9.860 + x4^0.180 + x5^9.330 + x6^5.100 + x7^7.240 + x8^5.680 + x9^6.370 + x10^6.650) * 0.040*(x1^4.650 + x2^4.480 + x3^0.240 + x4^8.360 + x5^9.340 + x6^0.020 + x7^6.890 + x8^0.010 + x9^9.570 + x10^7.930) * 0.780*(x1^6.410 + x2^5.260 + x3^9.450 + x4^9.080 + x5^8.770 + x6^5.710 + x7^6.230 + x8^5.650 + x9^6.400 + x10^0.040) + 0.170*(x1^1.080 + x2^1.710 + x3^1.610 + x4^1.590 + x5^1.380 + x6^1.340 + x7^1.280 + x8^1.570 + x9^1.420 + x10^1.630) + -0.260,300,97.78153162674771
griewank,10,GA-OBN (v2),1,0.0008260464643877785,0.022882605410716014,0.9648459690034563,0.028741024066441658,31.93126606941223,52,0.130*(x1^2.320 + x2^6.070 + x3^0.380 + x4^1.720 + x5^3.210 + x6^9.310 + x7^1.680 + x8^2.860 + x9^0.530 + x10^7.850) * -0.290*(x1^9.790 + x2^0.880 + x3^0.460 + x4^2.990 + x5^5.920 + x6^2.800 + x7^6.140 + x8^2.540 + x9^0.370 + x10^1.780) * 0.050*(x1^1.460 + x2^2.220 + x3^0.060 + x4^1.560 + x5^4.490 + x6^3.210 + x7^1.090 + x8^3.610 + x9^0.220 + x10^0.850) + 0.260*(x1^2.040 + x2^1.860 + x3^0.730 + x4^1.780 + x5^2.150 + x6^2.220 + x7^1.930 + x8^2.020 + x9^0.920 + x10^1.900) + -0.420,297,26.46671873323006
griewank,10,GA-OBN (v2),2,0.00014080749240072114,0.009719736571863348,0.994007660384977,0.011866233286124166,980.596343755722,52,0.130*(x1^2.250 + x2^1.730 + x3^2.330 + x4^2.370 + x5^2.630 + x6^2.320 + x7^2.020 + x8^2.050 + x9^2.360 + x10^2.770) + 0.040*(x1^3.210 + x2^3.900 + x3^2.410 + x4^3.180 + x5^2.060 + x6^2.570 + x7^3.250 + x8^4.190 + x9^2.720 + x10^1.990) + -0.030*(x1^2.590 + x2^3.890 + x3^1.800 + x4^1.790 + x5^1.790 + x6^1.840 + x7^1.500 + x8^1.570 + x9^6.570 + x10^1.470) * -0.050*(x1^2.100 + x2^4.850 + x3^3.120 + x4^1.170 + x5^1.610 + x6^1.480 + x7^2.310 + x8^1.640 + x9^1.470 + x10^1.860) + -0.060,292,169.68125100312
griewank,10,GA-OBN (v2),3,0.0008801675864573582,0.022134013870070923,0.9625427382715,0.029667618483076093,3956.462718963623,52,0.230*(x1^2.060 + x2^1.440 + x3^1.020 + x4^2.270 + x5^2.260 + x6^2.440 + x7^1.340 + x8^2.040 + x9^1.440 + x10^0.980) * -0.920*(x1^1.750 + x2^2.200 + x3^1.400 + x4^1.750 + x5^2.130 + x6^0.840 + x7^1.610 + x8^1.790 + x9^1.790 + x10^1.950) * -0.010*(x1^0.740 + x2^0.630 + x3^0.500 + x4^0.990 + x5^1.580 + x6^1.390 + x7^1.140 + x8^1.770 + x9^0.840 + x10^3.650) + 0.070*(x1^6.980 + x2^5.350 + x3^5.030 + x4^4.820 + x5^4.460 + x6^5.090 + x7^4.970 + x8^4.740 + x9^5.200 + x10^3.660) + 0.180,297,20.78264871593958
griewank,10,GA-OBN (v2),4,0.00021143788258355778,0.011783740489798198,0.9910018452972923,0.014540903774647495,5022.167229890823,52,0.190*(x1^2.920 + x2^2.550 + x3^2.600 + x4^2.760 + x5^2.470 + x6^2.580 + x7^2.470 + x8^2.340 + x9^2.410 + x10^2.500) + 0.140*(x1^9.400 + x2^6.750 + x3^9.430 + x4^7.200 + x5^0.060 + x6^7.800 + x7^8.640 + x8^0.010 + x9^8.260 + x10^0.030) * -0.020*(x1^4.640 + x2^0.120 + x3^0.030 + x4^7.540 + x5^6.880 + x6^9.580 + x7^9.320 + x8^0.080 + x9^0.260 + x10^4.940) * 0.170*(x1^7.410 + x2^5.160 + x3^6.980 + x4^7.800 + x5^9.140 + x6^0.050 + x7^0.190 + x8^7.660 + x9^0.270 + x10^8.120) + -0.050,299,121.19712939595829
griewank,10,MLP-ReLU,0,0.0031667027377725574,0.04356622407866409,0.8652347404174141,0.056273463886387494,2457.8904950618744,897,,-1,
griewank,10,MLP-ReLU,1,0.0024210819304428402,0.03897807874471842,0.8969660994904941,0.04920449095807049,18.98421621322632,897,,-1,
